id,tag,source,as_of
x4691,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4692,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4693,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4694,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4695,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4696,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4697,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4698,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4699,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4700,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4701,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4702,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4703,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4704,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4705,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4706,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4707,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4708,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4709,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4710,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4711,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4712,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4713,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4714,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4715,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4716,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4717,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4718,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4719,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4720,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4721,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4722,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4723,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4724,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4725,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4726,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4727,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4728,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4729,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4730,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4731,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4731,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4732,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4733,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4734,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4735,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4736,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4737,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4738,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4739,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4740,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4741,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4742,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4743,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4744,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4745,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4746,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4747,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4748,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4749,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4750,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4751,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4752,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4753,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4754,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4755,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4756,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4757,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4758,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4759,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4760,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4761,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4762,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4763,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4764,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4765,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4766,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4767,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4768,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4769,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4770,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4771,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4772,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4773,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4774,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4775,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4776,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4777,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4778,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4779,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4780,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4781,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4782,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4783,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4785,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4786,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4787,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4788,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4789,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4790,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4790,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4791,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4792,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4793,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4794,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4795,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4796,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4797,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4798,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4799,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4800,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4801,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4802,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4803,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4804,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4805,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4806,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4807,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4808,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4809,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4810,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4811,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4812,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4813,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4817,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4818,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4819,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4824,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4825,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4826,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4827,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4828,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4829,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4831,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4835,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4836,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4837,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4838,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4839,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4840,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4841,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4842,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4843,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4844,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4845,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4846,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4847,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4848,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4849,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4850,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4851,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4852,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4853,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4854,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4855,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4856,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4857,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4858,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4859,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4860,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4861,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4862,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4863,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4868,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4869,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4870,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4871,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
