no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source,volume
1,중소벤처기업부,,신용보증기금출연,1231-881,일반회계,,,,신용보증기금,법인 및 개인기업,년 계속 ’76 ~,,100000,80000,"1,005,000 83,700 80,000 100,000 80,000","80,000|100,000|80,000|80,000|20,000|20|80,000|80,000",,,,"월 신용보증기금 창립 - ’76.6 : 월 기술보증기금 설치 - ’86.12 : 월 기술보증기금을 별도 법인으로 분리 - ’89.4 : 외환위기 극복을 위한 각종 특례보증제도 시행 - ’98 : 중소·중견기업 - ’03 : 보증 시행 P-CBO 금융위기 극복을 위한 보증총량 확대 및 각종 특례보증제도 시행 - ’09 : 회사채 시장 안정화를 위한 시장안정 - ’13 : 보증 시행 P-CBO 자동차부품산업 지원을 위한 자동차부품산업지원보증 시행 - ’19 : 코로나 피해 확산 방지 및 기업의 경영애로 해소와 금융시장안정 지원을 위해 - ’20 : 19 코로나 특례보증 소상공인 차 금융지원 코로나 피해 대응 보증 등을 시행 19 , 2 , 19 P-CBO 코로나 경제위기 대응 지속을 위해 코로나 위기극복 · 수출기업 · 버스업체 - ’21 : 19 19 · 코로나 연착륙 특례보증 등을 시행 19 코로나 피해 소상공인의 영업회복·경쟁력 제고를 위한 코로나 경제회복 - ’22 : 19 19",,41,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
2,중소벤처기업부,,기술보증기금출연,1231-882,일반회계,,,,기술보증기금,중소·벤처기업,년 계속 ’89 ~,,110000,60000,"112,000 - 20,000 110,000 60,000","20,000|40,000|110,000|90,000|60,000|50,000|45|20,000",,,,기술보증기금법 제정 월 : (‘86.12 ) - 36 - □ 주요내용,,47,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
3,중소벤처기업부,,매출채권보험계정출연,1232-301,일반회계,,,,신용보증기금,중소기업 및 평균 매출액 천억원 미만 중견기업,년 계속 ‘97 ~,,20000,27000,"55,000 35,000 - 20,000 27,000","20,000|20,000|40,000|27,000|7,000|35|20,000|20,000",,전국,,"월 약속어음 거래 안정화에 대한 지원 정책으로 어음보험 제도 개발⋅도입 - (’97. 4 ) 근거법 「소기업 및 소상공인 지원을 위한 특별조치법」 < : > 월 기업 간 신용 거래에 따른 연쇄도산 위험 방지 및 경영 불안 해소를 - (’04. 3 ) 위해 보험 가입 대상을 기존의 어음에서 외상매출금까지 확대하여 매출채권보험 도입 월 설치 근거법 이전 「중소기업진흥 및 제품구매촉진에 관한 법률」 및 - (’08. 3 ) ( ) 보험 가입 대상 확대 매출액 억원 이하 → 억원 이하 ( 150 300 ) 월 매출채권보험 가입 대상 기업을 종전 매출액 억원 이하에서 전체 - (’11. 7 ) 300 중소기업으로 확대하여 매출채권보험 이용 활성화 월 보험 관련 연관성이 적은 일부 업종 주류도매업 귀금속도매업 소매업 등 을 - (’15. 6 ) ( , , ) 제외한 전 업종으로 가입 대상 업종을 확대하여 보험 가입의 사각지대 해소 월 「중견기업법 시행령」개정 중견기업 진입후 년 내 조항 삭제 ",,53,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
4,중소벤처기업부,,ICT 융합스마트공장보급·확산,2111-303,일반회계,,,,중소기업기술정보진흥원 한국로봇산업진흥원 한국생산기술연구원,중소․중견기업,계속 ‘15~,,286923,402056,"346,637 167,091 219,054 286,923 402,056","219,054|236,076|286,923|436,556|402,056|115,133|40|219,054",,,,"전국상의 회장단 경제 단체장 간담회 에서 「제조업혁신 전략」발표 - ‘ ( 5 ) ’ 3.0 (‘14.6.26) -「제조업혁신 전략」의 핵심과제로 스마트공장 보급․확산 추진 3.0 제 차 무역투자진흥회의 에서 「제조업 혁신 전략 실행대책」발표 - ‘ 7 ’ 3.0 (‘15.3.19) 제 차 핵심개혁과제 점검회의 - ' 1 에서 상반기 추진상황 점검 (’15.6.25)’ 중소기업 정책간담회 에서「스마트 제조혁신비전 」발표 - ‘ ’ 2025 (‘17.4.20) 국정과제 - ( 차 산업혁명 대응을 위한 제조업 부흥 ) 38-1 4 (‘17.7.19) * ‘22년까지 스마트공장 2만개 보급․확산을 통한 제조기업 경쟁력 확보 및 고부가가치 일자리 창출 지원 - 중소기업정보화역량강화 세부사업에서 생산현장디지털화 내역사업 이관 (‘18) - 스마트공장 확산 및 고도화 전략 발표 차위 대한민국 혁신성장 보고대회 (4 , ‘18.3.8), VIP보고 중소기업 스마트 제조혁신 전략 발표 (‘18.5",,59,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
5,중소벤처기업부,,중소기업 스마트서비스 지원,2111-304,일반회계,,,,중소기업기술정보진흥원,중소기업,년 계속 ’20 ~,,10888,10888,"10,888 10,888 10,888 10,888 10,888","10,888|10,888|10,888|32,588|10,888|10,888|10,888|10,888",,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , - 서비스산업 혁신 전략 관계부처 합동 경제활력대책회의 (‘19.6.26, , ) - 중소기업 스마트서비스 지원 사업 신설 년 (’20 ) - 「한국판 뉴딜」 종합 계획 관계부처 합동 (’20.7.14, ) - 서비스산업 코로나 대응 발전전략 관계부처 합동 19 (‘21.3.3, )",,74,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
6,중소벤처기업부,,데이터 인프라구축 정보화 ( ),2111-305,일반회계,,,,( ),국내 중소ㆍ중견기업,계속 ‘20 ~,,5836,5922,5,"6,900|5,836|5,836|7,400|5,922|86|1|6,900",,,,스마트공장 확산 및 고도화 전략 - (’18.3) 데이터 산업 활성화 전략 - (’18.6) 중소기업 스마트 제조혁신 전략 - (’18.12) 플랫폼 경제 추진성과 및 향후 확산 방안 - (’19.6) 한국판 뉴딜 - (’20.5) ‧데이터 기반 중소기업 제조혁신 고도화 전략 - AI (’20.7) 국정과제 중소기업 정책을 민간주도 혁신성장 의 관점에서 재설계 - ( ) 31 “ ” (’22.5.3) * ‘제조 디지털 전환 클라우드 플랫폼(DTaaS)’구축 및 스마트공장(미래형 선도 스마트공장 등) 추가보급 - ‘ 新 디지털 제조혁신 추진전략 발표 ’ (’23.9.18) - ‘ 스마트제조 혁신 생태계 고도화 방안 발표 ’ (’24.10.2) - ‘AI 기반 스마트제조혁신 전략 발표 3.0 ’ (‘25.10.24.),,80,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
7,중소벤처기업부,,혁신제품 지정사업,2111-308,일반회계,,,,중소기업기술정보진흥원,중소기업,년 계속 2021 ~,,400,400,"1,000 1,000 400 400 400",400|400|400|400|400|400|400|400,,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 년 정부혁신 종합추진계획에 새로운 가치를 창출·실현하는 공공구매 - (’19.2) ’19 ‘ 조달 혁신 을 신규 과제로 포함 ’ 혁신지향 공공조달 방안 관계부처 합동 보고 국무회의 - (’19.7) ’ ‘ ( ) * 중기부는 4대 추진전략 중 ‘혁신성 평가를 통한 구매 활성화’를 위해 ‘20년 우수연구개발 혁신제품 지정제도 시범추진 - (‘19.9) 우수연구개발 혁신제품에 대한 수의계약 절차 마련 기재부 고시 ( ) * 계약예규-정부입찰·계약 집행기준 ’제6장 우수연구개발 혁신제품에 대한 수의계약 절차’ * 「국가를 당사자로 하는 계약에 관한 법률 시행령」제26조제1항제5호사목 * 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제25조제1항제8호다목 - (’20.2) 중소벤처기업부 우수연구개발 혁신제품 지정지침 고시 제정 - (‘20.10) 혁신제품 수의계약 근거법령 개정 국가계약법→조달사업법 ( ) ",,87,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
8,중소벤처기업부,,지역특화 제조데이터 활성화,2111-312,일반회계,,,,중소기업기술정보진흥원,지역 중소·중견기업,년 계속 ‘22 ~,,6000,6000,"2,000 2,000 2,000 6,000 6,000","2,000|6,000|6,000|40,000|6,000|2,000|2,000|2,000",Y,지역지정,,"월 인공지능 국가전략 - (’19.12 ) ※ AI와 데이터를 기반으로 스마트공장 고도화 추진 - (‘20.7 월 ⋅데이터 기반 중소기업 제조혁신 고도화 전략 ) AI ※ 5G, 빅데이터, AI를 활용하여 제조혁신을 더욱 고도화 추진 월 지역특화 제조데이터 활성화 사업 신규 컨소시엄 경기 선정 - (’22.3 ) ( ) 월 지역특화 제조데이터 활성화 사업 신규컨소시엄 대구 울산 충북 선정 - (‘25.5 ) ( , , )",,93,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
9,중소벤처기업부,,기술혁신기반조성,2131-302,일반회계,,,,사 중소기업기술혁신협회 사 한국경영혁신중소기업협회,중소기업,계속 ‘01 ~,,16521,43366,5,"16,121|16,521|16,521|170,191|43,366|26,845|162|16,121",,전국,,"중소기업의 기술력이 국가 경쟁력의 핵심 요소로 등장함에 따라 일반 중소기업의 - , 기술혁신 선도를 위해 기술혁신형 중소기업의 발굴·육성 필요성 제기 ․ 년부터 선진국의 평가기법을 도입하여 기술혁신형 중소기업 육성사업 을 ’01 ‘ ’ , 년부터는 경영혁신형 중소기업 육성사업 을 추진 ‘06 ’ ‘ ․ 기술혁신대전은 혁신기술 및 신제품 전시 유공자 포상을 통한 중소기업의 기술 , 혁신 의욕 고취와 성과확산을 위하여 년부터 매년 개최 ’00 ․ 중소기업의 경영혁신을 촉진하기 위하여 중소기업 기술혁신촉진법 개정 (‘22.1.) 으로 경영혁신 우수사례 발굴 및 성과 확산 행사를 년부터 지원 ’23 - 90 -",,99,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
10,중소벤처기업부,,R&D 사업화 계정 출연,2131-306,일반회계,,,,기술보증기금,중소기업 공공연구기관,년 2026 ~,,0,50000,"- - - - 50,000","50,000|50,000|50,000|50,000|17,800|30,610|1,590|1",,전국,,"-그간 정부의 기술사업화 노력에도 불구 전용 금융기능 및 지원 인프라 부족으로 , 중소기업 사업화 성과가 수준으로 년간 50% 지속 5 (’19~‘23) -이에 자율성 높은 혁신 금융 기반 , 사업화 금융지원 도입 및 인프라 개선을 R&D 통해 정부 성과의 중소기업 활용 촉진을 위한 지원 필요 R&D * 국정과제 35-2번 ’R&D 사업화로 기업성장 촉진’ 관련 - 108 -",,118,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
11,중소벤처기업부,,중소기업기술혁신개발 (R&D),2134-302,일반회계,,,,(R&D),주관기관 중소기업 참여기관 필요시 중소기업 대학 연구기관 등,- 계속 일몰관리혁신 `97 ~ ( ),,344385,494242,"283,300 302,919 288,112 344,385 494,242","288,112|344,385|344,385|494,242|494,242|149,857|43|288,112",,전국,,"년 중소기업의 기술개발촉진 및 기술력 향상을 위해 「중소기업 기술혁신개발사업」 - ’97 : 신설 직접 수행 ( ) 년 국정과제 중소기업 성장 희망사다리 구축 중소기업의 세계화 지원 경제혁신 - ‘14 : “ ( - )”, “ 개년 계획 투자자금 선순환 정착 창조경제 실현계획 벤처․중소기업의 3 ( )”, “ ( 글로벌 시장 개척지원 의 세부과제로 포함 )” 년 일본 수출규제에 따른 중소기업 피해 최소화 및 글로벌 경쟁력 강화를 위해 - ’19 : 혁신형기업기술개발 內 글로벌도약과제 신설 년 일몰관리혁신사업 재기획된 사업으로 년 주기의 성과평가를 통한 계속 - ‘20 : 5 지원여부 결정에 따라 성과지향형 사업으로 변화 년 코로나 위기 극복과 포스트코로나 시대 선도를 위해 중점전략분야 한국판뉴딜 - ‘21 : ( , 등 지원 강화 BIG3, 4IR ) 년 그린벤처 유망기업 과제 시장확대형 내내역과제 를 기후대응기금으로 이관 - ‘22 : ( ) 년 일몰관리혁신사업 중간평가결과 계속 ",,125,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
12,중소벤처기업부,,창업성장기술개발 (R&D),2134-309,일반회계,,,,중소기업기술정보진흥원 창업성장사업실 ( ),중소기업,년 계속 일몰관리혁신,,2025,2026,2022 2023 2024 2025 2026,"531,683|596,010|596,010|786,419|786,419|190,409|31|531,683",,전국,,"지경부와 중기청은 각각 신기술보육사업 과 창업기업 공동기술개발사업 을 - (‘08) ’ ‘ ’BI ‘ 운영 창업기업의, 투자와 사업화 촉진 유도 R&D 일몰관리혁신에 따른 사업 구조조정을 통해 기존 내역사업 종료 및 사업체계 개편 - (`20) 사회문제해결 미래 대 신산업 및 소재·부품·장비 분야 기술창업기업 지원 - (`21) , 3 확대 등 기술창업기업 다각화 지원 R&D 민간 지역 창업혁신주체 연계 지원 디지털‧백신 등 중소기업 미래 전략분야 집중 지원 - (’22) ( ) , 민간 주도형 지원 및 미래 신산업 딥테크 기술보유 창업기업 중점 지원 - (‘23) R&D ( ) 지역특화 글로벌 여성참여 등 다양한 수요 맞춤형 - (‘24) , , 지원 및 민간역량을 R&D 활용한 딥테크 기업 지원 확대 혁신 아이디어 및 도약기술 지원을 통한 스타트업의 과감한 도전 기회 제공 - (‘25) 및 민간과 정부 협력을 통한 글로벌 혁신기업 육성 - 122 - □ 주요내용",,132,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
13,중소벤처기업부,,스마트 제조혁신 기술개발사업 (R&D),2134-377,일반회계,,,,중소기업기술정보진흥원,중소기업,‘22~‘26,,51690,23326,"33,057 32,176 43,665 51,690 23,326","43,665|51,690|51,690|23,326|23,326|28,364|54|43,665",,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , -산업부 등 타부처 사업의 일몰 도래 에 따라 범부처 중기부·과기부 후속사업으로 R&D * ( ) 스마트 제조혁신 기술개발사업 기획 (‘19.12) - 128 - * ➊ (‘20년 종료) 범부처GigaKOREA사업(과기부), 스마트공장제조핵심기술개발(산업부), 산업현장핵심기술수시개발(산업부) ➋ (’21년 종료) 스마트공장용중소기업보급형로봇개발지원사업(산업부), 스마트공장협업패키지기술개발(산업부) ➌ (‘22년 종료) 현장수요형스마트공장기술개발(중기부) - ‘20 년 예비타당성 조사결과 시행 “ ”(AHP 0.736) 확정 (‘20.11 월) § 사업비 총액 : 4,341억원(정부 3,288억원(직접사업비 3,160억원*) / 민간 1,053억원) * ➊첨단제조 1,114억원 ➋유연생산 1,460억원 ➌현장적용 586억원 * 예비타당성 조사 신청(2월) → 예타 대상선정(3월) → 종합평가(10월) → 최종의결",,138,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
14,중소벤처기업부,,중소기업기술정보진흥원 기획평가관리비 일반 ( )(R&D),2134-422,일반회계,,,,( ),중소기업기술정보진흥원,년 계속,,39817,39803,"39,626 39,872 38,644 39,817 39,803","38,644|39,817|39,817|39,817|39,803|14|0|38,644",,전국,,,,147,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
15,중소벤처기업부,,디지털기반중소제조산재예방기술개발 (R&D),2134-473,일반회계,,,,중소기업기술정보진흥원,중소기업,년 년,,1650,7700,"1,650 7,700","1,650|1,650|7,700|7,700|6,050|366|1,650|1,650",,전국,,제 차 재난 및 안전관리 기술개발 종합계획 발표 관계부처 합동 - (‘22.9) 4 ( ) 중소기업의 안전관리 역량 향상을 집중적으로 지원하는 중대재해 감축로 - (‘22.11) 드맵 발표 고용노동부 ( ) 자기규율예방체계 확립을 위한 참여·협력 기반의 종합지원 실시 내용을 - (‘23.2) 담은 산업안전보건감독 종합계획 발표 고용노동부 ( ) 중대재해 취약분야 기업 지원대책 발표 관계부처 합동 - (‘23.12) ( ) 중재대해처벌법의 인 미만 사업장으로 확대 시행 - (‘24.1) 50 산업안전 디지털 기술개발사업 신규기획 중소벤처기업부 - (‘24.5) ( ),,153,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
16,중소벤처기업부,,중소기업 수출 핵심품목 탄소감축 기술개발 (R&D),2134-474,일반회계,,,,(R&D),중소기업,- ‘26 ~ ’30,,2025,2026,2022 2023 2024 2025 2026,"5,000|5,000|5,000|5,000|5,000|1|2|148",,전국,,"년 글로벌 탄소규제에 대한 중소기업 맞춤형 - (’24 ) 사전기획 추진 R&D 년 철강 알루미늄 분야 탄소감축 핵심품목 개 도출 - (’25 ) , (18 )",,159,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
17,중소벤처기업부,,민관공동기술사업화 (R&D),2134-485,일반회계,,,,기관명,중소기업,년 계속,,48788,129912,"- - 24,160 48,788 129,912","24,160|48,788|48,788|129,912|129,912|81,124|166|24,160",,전국,,년 중기청과 국방부간 「국방기술개발협약」 체결을 통해 구매조건부신제품 - '02 ‘ 개발사업 시범 실시 ’ 년 신규예산 반영 억원 - '03 (40 ) 년 민간 대기업 참여 종전 공기업만 참여 로 사업영역을 민간부문으로 확대 - ’05 ( ) 년 구매조건부사업 내 민·관 - '08 협력펀드과제 신설 ‘ R&D ’ 년 구매조건부사업의 민·관 협력펀드과제 를 민·관 협력펀드과제 으로 신설·운영 - '11 ‘ R&D ’ ‘ R&D ’ 년 구매조건부신제품개발사업 內 중소기업이 수요처에 과제를 제안하는 기업 - '11 제안과제 신설 - 년 신기술제품 공공구매촉진방안 중 기술개발제품 우선구매제도 확대 방안 '13 ‘ ’ 등에 상용화기술개발사업 반영 년 국가계약법 시행령에 구매조건부신제품개발사업 및 민·관공동투자기술개발 - '14 사업 개발제품의 수의계약 근거 마련 년 네트워크형 기술개발사업 내역사업 신설 - ’17 년 - ’19 활용 상용화기술개발사업 예타 면제 사업 추진 결정 (Tech-Br,,164,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
18,중소벤처기업부,,투·융자연계기술개발 (R&D),2134-486,일반회계,,,,중소기업기술정보진흥원,주관기관 중소기업 참여기관 필요시 중소기업 대학 연구기관 등,- 계속 ’22 ~,,184810,457041,"31,999 61,194 110,933 184,810 457,041","110,933|174,810|184,810|457,041|457,041|272,231|147|110,933",,전국,,"년 기술혁신개발사업 등 주요 사업 일몰관리혁신 지정에 따라 기존 내역사업의 구조조 - ‘20 : , 정과 시장확대형 내역 및 민간투자연계 내내역 신설 ’ ( ) ( )‘ 년 투자형 확대 방안 중기부 에 따라 운영사 구조 방식 를 적용한 전용 - ‘21 : R&D (’21.8, ) , (TIPS ) 트랙이 신설되어 지원 방식은 다변화 R&D 년 투자형 정책사업을 스케일업 팁스 방식 로 본격 브랜드화하고 추천 스 - ‘22 : R&D ’ ‘(TIPS ) , VC ( 케일업 팁스 ·기업신청 민간투자연계 방식으로 지원 확대 ) ( ) R&D 년 중소벤처기업이 혁신적 에 도전할 수 있도록 중소벤처기업 중심 고위험·고성과 - ‘23 : R&D 프로젝트 및 융자연계형 추진R&D (DCP) 년 딥테크 챌린지 프로젝트 혁신도전형 사업군 지정 및 스케일업 팁스 융자 - ‘24 : (DCP) ’ R&D ‘ , 연계형 지원확대 등 전략성 강화 * DCP·스케일업 팁스 개편방향에 따른, 글로벌 트랙 신설하",,171,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
19,중소벤처기업부,,표준공정 기반 공정최적화 기술개발 (R&D),2134-487,일반회계,,,,중소기업기술정보진흥원,중소 제조기업,년 `26~`30,,0,3000,"3,000","3,000|3,000|3,000|3,000|1,750|1,250|1|240",,지역지정,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , ㅇ 공약 및 시책 구 분 세 부 내 용 (35) 미래 신기술로 성장하고 글로벌로 도약하는 중소기업 국정과제 - 35-3 뿌리부터 첨단까지 AX 대전환으로 생산성 혁신 (2. 성장 – 2. 성장 기반구축) - 18. 중소기업의 디지털 전환으로 경쟁력을 강화하고 안전한 일터로 만들겠습니다. ㅇ 탄소중립 팩토리, 안전한 휴먼팩토리 등 스마트공장 3.0 추진 공약 - 기존 스마트공장을 선진형 스마트공장으로 고도화 - 마이제조데이터 중심의 중소기업 스마트 제조혁신 생태계 구축 ㅇ 금형‧열처리‧주조 등 국가핵심 제조뿌리산업 지원 강화 - 공정자동화‧지능화 등 스마트화 지원, 현장인력 부족 애로 해소 스마트제조 혁신생태계 (전략3) 시장친화적 스마트제조 인프라 확충 고도화방안 ㅇ (1) 민간이 주도하는 제조데이터·AI활용 기반 확충 (‘24. 경제 장관회의)",,178,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
20,중소벤처기업부,,중소제조 특화 Multi AI Agent 개발 (R&D),2134-488,일반회계,,,,중소기업기술정보진흥원,중소기업 주관·공동 컨소시엄,‘26~’28,,0,3600,"- - - - 3,600","3,600|3,600|3,600|3,600|3,600|1|2|173",,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , - 스마트 제조혁신 기술개발사업 선행사업 예타 통과 년 및 사업 시작 (R&D, ) (‘20 ) 년 년 (‘22 ~’26 ) - 스마트제조혁신 생태계 고도화 방안 발표 (‘24.10) - 스마트제조혁신 기본계획 발표 (‘24.12) - 인공지능 창업기업 스타트업 육성을 통한 인공지능 활용·확산 방안 발표 (AI) ( ) (AI) (‘25.2) - 스마트제조혁신기술개발사업 후속 사업으로 중소제조 특화 R&D Multi AI Agent 개발사업 기획 착수 (‘25.3) - AI에이전트 전문가회의을 통한 기업·학계 등 현장의견 수렴 (’25.4) - 다부처 협업형 사업 중기부 산업부 으로 부처간 협의 R&D ( - ) (’25.5) 국정과제 - ( 뿌리부터 첨단까지 대전환으로 생산성 혁신 ) 35-3. AX (’25.8)",,184,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
21,중소벤처기업부,,중소기업정보화역량강화 정보화 ( ),2135-503,일반회계,,,,( ),중소기업,계속 ’02 ~,,200,200,"3,245 1,500 250 200 200",250|200|200|200|200|250|250|250,,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 년 중소기업기술혁신촉진법에 추진 근거마련 제 조 제 조 - ’01 : ( 18 , 19 ) 년 중소기업 정보화촉진 추진전략 수립 중장기대책 마련 - ’03 : 년 클라우드 기반 정보화지원을 위해 경영혁신플랫폼 구축사업 도입 - ’13 : ‘ ’ 년 경영혁신플랫폼 시스템 오픈 - ’14 : ‘ ’ 년 경영혁신플랫폼 운영 종료 중소기업정보화수준조사만 수행 - ‘23 : ’ ‘ ( ) - 180 -",,191,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
22,중소벤처기업부,,중소기업기술정보진흥원운영 (R&D),2136-501,일반회계,,,,(R&D),중소기업기술정보진흥원,계속 ‘02~,,8032,8785,"6,321 6,622 7,359 8,032 8,785","7,359|8,032|8,032|8,785|8,785|753|9|7,359",,전국,,◦ 2002. 01 : 중소기업정보화경영원 개원 ◦ 2002. 06 : 중소기업 기술진흥 전문기관 지정 ◦ 2006. 03 : 중소기업기술정보진흥원 개칭 ◦ 2009. 01 : 위탁집행형 준정부기관 지정 ◦ 2013. 03 : 기관 이전 서울→대전 ( ) ◦ 2014. 12 : 중소기업 지원사업 전문기관 일원화 R&D ◦ 2019. 05 : 부설 스마트제조혁신추진단 설립 ◦ 2021. 05 : 기관 이전 대전→세종 ( ) ◦ 2022. 01 : 지역특화산업육성사업 전문기관 지정 ◦ 2023. 02 : 기타공공기관 변경 지정,,196,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
23,중소벤처기업부,,수출지원기반활용사업,3131-301,일반회계,,,,중소벤처기업진흥공단,내수 및 수출 중소기업,년 계속 ’99 ~,,217360,150203,"107,509 119,710 111,860 217,360 150,203","111,838|127,560|217,360|180,000|150,203|67,157|30|111,860",,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , -대통령 지시사항으로 내수기업의 수출기업화 사업 본격 추진 경축사 후속대책 (99.8.15 ) -수출 중소․중견기업 지원확대방안 보고 무투회의 (‘13.4, ) -중소기업 해외진출 활성화 방안 중국 내수시장 진출전략 중소기업 온라인 (‘13.5), (‘13.9), 수출 활성화 방안 마련 대외경장회의 등 (B2C) (’13.11) ( ) -국정과제 및 경제혁신 개년 계획 에 반영 * (‘13.3) 3 ** (‘15) * 중소기업 세계화 지원, 중소기업 성장 희망사다리 구축, 중소중견기업 수출경쟁력 강화 ** 성장단계별 한국형 히든챔피언 육성 전략 마련 - ｢고성장기업 육성 계획｣ 수립(‘14.5) 및 시범사업 월 * (‘14.7 ~) - ’15년~ , 고성장기업 전용 수출지원 프로그램 도입 월 현재 (’15.1 ~ ) - 산업부 및 중기부 수출지원사업에 수출바우처 도입 월 현재 * (’17.1 ~ ) * (수출바",,201,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
24,중소벤처기업부,,중소기업해외시장진출,3133-301,일반회계,,,,중소기업중앙회,중소기업,년 계속 ‘98 ~,,92058,93572,"88,647 91,584 91,499 92,058 93,572","91,466|82,058|92,058|100,755|93,572|1,514|1|91,499",,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , < 수출컨소시엄 > ㅇ 중소기업의 해외전시회 및 시장개척단 지원방침 확정 (‘98.7월, 제2차 무역투자진흥확대회의) ㅇ 한미 FTA체결 및 수출시장 다변화를 위한 글로벌 전략품목 집중육성을 위해 품목별 유망시장 파견 확대지원(‘08년) ㅇ 중소기업의 현지시장파견 뿐 아니라 사전 시장조사 및 사후관리에 대한 필요성 제기에 따라 수출컨소시엄 형태의 해외시장공동개척을 위한 새 로운 사업 실시(’08년, 41개 유망품목 지정) ㅇ 글로벌시장 진출의지와 잠재력을 갖춘 중소‧중견기업을 발굴하여 지원 하는 “세계적 전문 중견기업 육성전략” 보고(‘10.3, 대통령주재 비상경 제대책회의) ㅇ 수출 중소중견기업 지원확대방안 보고(‘13.4, 대통령 주재 무투회의) ㅇ 해외 전시·상담회 확대개편을 통한 경제활력방안 보고(‘19.5월, 경제활력 대책회의) ㅇ 기존 제품전시 수준을 넘어 프리미엄 비즈니스 공간인 ‘프리미엄 한국관’",,207,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
25,중소벤처기업부,,국제 중소기업 협력 ODA,3133-305,일반회계,,,,이노비즈협회,한국 및 수원국 중소기업,’22~,,19792,10289,"2,720 5,548 10,227 19,792 10,289","10,227|19,792|19,792|17,042|10,289|9,503|48|10,227",,전국,,"-중소벤처기업부는 년부터 사업을 최초 시행하여 개 내역사업 년 개 ’22 ODA (2 * ), ‘23 5 내역사업 년 개 내역사업 년 현재 개 내역사업 계속 개 운영 중 ** , ’24 8 *** , ‘25 6 ( 6 ) -중소기업·스타트업 분야 국제협력 개도국 경제발전 및 우리기업의 진출을 지원하기 , 위해 중점협력국인 라오스 인도네시아 베트남 콜롬비아에 사업추진 , , , ODA",,222,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
26,중소벤처기업부,,중소벤처분야 다자협력촉진,3133-307,일반회계,,,,중소벤처기업부,역내 중소기업·스타트업,년 년 ’25 ~‘26,,1580,365,"- - - 1,580 365","1,580|1,580|2,600|365|1,215|77|1,580|1,580",,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , ㅇ 사업 시작년도 : 2025년 ㅇ 추진배경 : APEC 운영 규범에 따라 ‘26년 상반기 실무회의는 한국 개최 순서 ㅇ 국정과제 : 35번) 미래 신기술로 성장하고, 글로벌로 도약하는 중소기업 □ 주요내용",,234,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
