name,sector,source,as_of
주식회사 동학알루텍,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 동해,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 동해페이퍼,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 동행건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 동현건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 동형공조,건설업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 동호로보틱스,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 두산에너지산업,전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 두손종합건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 두올,컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 두원통상,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 드라우프,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 드림랩,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 드림빌더,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 드림아이디어소프트,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 드림파이브,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디노마드캠프에이,사업시설 관리 사업 지원 및 임대 서비스업|기타 전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디버스,컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디비씽크,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디센트디자인,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디앤비비,예술 스포츠 및 여가 관련 서비스업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에스그룹,교육 서비스업|사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에스글로벌이씨엠,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에스컴퍼니,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에스티,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에스피,전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에스피이엔씨,제조업|건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에이블,컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에이원,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에이치다한,금속 가공제품 제조업; 기계 및 가구 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에이치라인,출판 영상 방송통신 및 정보서비스업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디에치아이티에스,컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디엑스엘건축사사무소,연구개발업|정보통신업|건축 기술 엔지니어링 및 기타 과학기술 서비스업|정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디엔디,제조업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디엠섬유,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디엠지(DMZ),제조업|고무 및 플라스틱제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디오디컴퍼니,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디오씨,그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디오클린산업,기타 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디월드,의료 정밀 광학기기 및 시계 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디자인디이,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디자인리엘,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디자인예삐,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디자인우선,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디지스타트업인큐베이터,전문 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디지웍스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디지털오아시스,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디지트랙,컴퓨터 프로그래밍 시스템 통합 및 관리업|의료 정밀 광학 기기 및 시계 제조업|연구개발업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디지티모빌리티,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디케이데이타시스템,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디케이종합건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디투 디자인 연구소,창작 예술 및 여가관련 서비스업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디티에스,컴퓨터 프로그래밍 시스템 통합 및 관리업|연구개발업|전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디푸드,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디프,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 디피로드,제조업|섬유제품 제조업; 의복 제외|의복 의복 액세서리 및 모피제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 딘에어코리아,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 딜라이트,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 딥비전(DIPVISION Co. Ltd.),전자 부품 컴퓨터 영상 음향 및 통신장비 제조업|기타 제품 제조업|컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 따스한놈들,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 딴짓,예술 스포츠 및 여가관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 떡 만드는 사람들,식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 띠앗,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라라웍스,정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라라조경,전문직별 공사업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라산전공,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라온디어스,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라온스토리,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라온씨앤비,식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라온아이디,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라온에이치씨,제조업|정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라온에프엘,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라올바이오,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라이즈코리아,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라이프테크,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라인뷰티,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라지,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 라테라,제조업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 락시스템즈,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 래딕스,기타 기계 및 장비 제조업|정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 랠리,숙박 및 음식점업|부동산업 및 임대업|식료품 제조업|교육 서비스업|도매 및 상품 중개업|그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 램폴,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 랩디자인,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 랩피플,의료 정밀 광학기기 및 시계 제조업|전문 과학 및 기술 서비스업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 럭스크레이티브,정보통신업|제조업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 럼플리어,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 레드기획,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 레드마크,기타 전문 과학 및 기술 서비스업|사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 레디,영상ㆍ오디오 기록물 제작 및 배급업|컴퓨터 프로그래밍 시스템 통합 및 관리업|정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 레디액션,창작 예술 및 여가관련 서비스업|정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 레디오,영상ㆍ오디오 기록물 제작 및 배급업|창작 예술 및 여가관련 서비스업|전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 레아,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 렉스코,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 렛미베르,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 렛츠,예술 스포츠 및 여가 관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로다엘이디,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로뎀시스템,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로드빅,도매 및 상품 중개업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로드플러스,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로맨(Lomen Inc.),컴퓨터 프로그래밍 시스템 통합 및 관리업|전문 서비스업|정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로보티카,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로얄플랜,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로얄홈,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로얄화이트,숙박 및 음식점업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로와시스아이앤씨,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로제,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로진아이티,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 로프,숙박업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 롬팩,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 루미나플로우,도매 및 소매업|도매 및 상품 중개업|정보통신업|정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 루브텍,화학물질 및 화학제품 제조업(의약품 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 루트랩(ROOT LAB),정보통신업|전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 룩스토어안경체인,의료 정밀 광학 기기 및 시계 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리베이스,기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리본푸드,식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리브로(LEEBRO Co.Ltd),전문 과학 및 기술 서비스업|제조업|도매 및 소매업|정보통신업|사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리브유,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리브포워드,도매 및 상품 중개업|정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리아카데미,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리안비앤에이치,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리얼테크,그 밖의 기계 및 장비 제조업|전자부품 컴퓨터 영상 음향 및 통신장비 제조업|도매 및 소매업|출판 영상 방송통신 및 정보서비스업|제조업|기타 운송장비 제조업|교육 서비스업|정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리에너지,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리온에스디,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리체바이오,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리클텍,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 리필,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 린치핀아시아,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 마더이노베이션,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 마로메라,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 마이크로발란스,연구개발업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 마이크록스,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 마일더,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 마장일호,숙박 및 음식점업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 마케팅스톰,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 맑은하늘,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 맘모식스,정보통신업|전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 맘스쿡,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 맛스,식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 망고,컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 매일원색,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 매일피앤아이,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 매크로,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 맵인코리아,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 먹깨비,정보통신업|정보서비스업|컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 멋진인생,도매 및 소매업|그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메가콤,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메가펨,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메디랑,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메디뱅크,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메디웨이브,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메디칼응급환자이송단,운수업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메디코리아,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메디코어,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메디텍스,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메디토,정보통신업|전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메디플랜,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메디피트,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메쎄글로벌,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메카솔루션,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메카시스,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메타건축,도매 및 소매업|연구개발업|전문 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메타인텔리전스,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 메타포 (metaphor Corp.),전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 멜라카,정보통신업|정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 멜로우픽스,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 멜팅,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명경,섬유제품 제조업; 의복 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명문공조,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명성건설산업,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명성스톤,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명성유니폼,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명성전력,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명인여행,예술 스포츠 및 여가관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명전사,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명진,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명진신호,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 명진이엔지,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모나드,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모닥,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모던라이팅,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모던이엔지,전문직별 공사업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모두메디칼,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모두모아,보건업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모두바이오,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모두프렌즈,예술 스포츠 및 여가관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모든건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모든방역,보건업 및 사회복지 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모든헬스케어,화학 물질 및 화학제품 제조업; 의약품 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모딩,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모비엑스,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모심푸드,식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모아텍,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모아텍스타일,섬유제품 제조업(의복 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모이넥스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 모티버,컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 목성엘리베이터,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 목성엠에스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 무건전기통신,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 무극종합건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 무성석건,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 무아행 (MAH),식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 무원,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 무진,컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 무한컴퍼니,도매 및 상품 중개업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 문,사업 지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 문신교육,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 문영환경,폐기물 수집 운반 처리 및 원료 재생업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 문창산업,제조업|건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 문화교육창작소봄,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 문화소프트,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미강에스엘산업,제조업|건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미건에이엔아이,전문직별 공사업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미광스포렉스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미다웍스,컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미드니 대구지점,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미듬엔텍,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미디어싸이클,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미라이용전,고무제품 및 플라스틱제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미래건축,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미래그린환경,협회 및 단체 수리 및 기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미래데이터랩,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미래로산업개발,도매 및 상품 중개업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미래여행사,그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미래전기통신,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미래전략연구원,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미래컨테이너,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미르지주,전문 과학 및 기술 서비스업|연구개발업|기타 전문 과학 및 기술 서비스업|예술 스포츠 및 여가관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미르해양산업,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미리봄공간지능,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미미,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미성텍스(T.E.X),제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미소메디칼,의료용 물질 및 의약품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미소푸드,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 미올리,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 민들레코드,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 민푸드,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바라봄,정보통신업|전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바로이엔지,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바로테크,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바르미 페인,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바른드림,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바른신호,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바른신호등,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바른정보통신,건설업|정보서비스업|소매업; 자동차 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바름조경건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바바네트웍스,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바바텍,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업|컴퓨터 프로그래밍 시스템 통합 및 관리업|연구개발업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바오가든,화학 물질 및 화학제품 제조업; 의약품 제외|도매 및 소매업|교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바우어베카,숙박 및 음식점업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바이노텍,화학물질 및 화학제품 제조업(의약품 제조업 제외)|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바이윤컴퍼니,의복 의복 액세서리 및 모피제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
주식회사 바이트,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
