id,name,complex,district,eupmyeon,sector_code,sector,sector_group,product,workers_band,workers,reg_type,first_registered,mfg_area_band,address,sites,source,as_of,founded,tags
x0561,아이팜코리아(주),산단 외,동구,,,의약품 도매업,의료·바이오,,50~299명,110,,,,대구광역시 동구 동화천로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1988,
x0562,대령지화(주),산단 외,서구,,,위생용 종이제품 제조업,기타 제조,,1~9명,3,,,,대구광역시 서구 문화로4길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1988,
x0563,(주)동진상사,산단 외,서구,,,직물  편조 원단 및 의복류 염색 가공업,섬유·패션,,50~299명,73,,,,대구광역시 서구 염색공단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1988,
x0564,대구염색산업단지관리공단,산단 외,서구,,,태양력 발전업,화학·에너지,,50~299명,165,,,,대구광역시 서구 염색공단중앙로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1988,
x0565,(주)대성비철,산단 외,중구,,,1차 금속제품 도매업,기계·금속,,1~9명,4,,,,대구광역시 중구 서성로20길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1988,
x0566,(주)TAK,산단 외,달서구,,,그 외 자동차용 신품 부품 제조업,자동차·부품,,10~49명,28,,,,대구광역시 달서구 달구벌대로246길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1988,
x0567,(주)동광상사,산단 외,북구,,,조미료 도매업,식품,,10~49명,13,,,,대구광역시 북구 유통단지로7길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1988,
x0568,보문건설주식회사,산단 외,달성군,,,유리 및 창호 공사업,기타 제조,,1~9명,6,,,,대구광역시 달성군 가창면 가창로220길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0569,（주）대흥크러셔,산단 외,달성군,,,산업용 냉장 및 냉동장비 제조업,기계·금속,,1~9명,8,,,,대구광역시 달성군 논공읍 노이2길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0570,(주)세일유화,산단 외,동구,,,액체 연료 및 관련제품 도매업,화학·에너지,,10~49명,16,,,,대구광역시 동구 안심로69길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1989,
x0571,경수약품(주),산단 외,동구,,,의약품 도매업,의료·바이오,,1~9명,9,,,,대구광역시 동구 혁신대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1990,
x0572,(사)대한산업안전협회대구지역본부,산단 외,수성구,,,기타 엔지니어링 서비스업,기타 서비스,,10~49명,34,,,,대구광역시 수성구 화랑로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1990,
x0573,오성주류판매(주),산단 외,동구,,,주류 도매업,식품,,10~49명,33,,,,대구광역시 동구 둔산로47길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1991,
x0574,주식회사 동원아이티에스(ITS),산단 외,북구,,,컴퓨터 및 주변장치  소프트웨어 도매업,소프트웨어·IT,,1~9명,7,,,,대구광역시 북구 검단공단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1991,
x0575,(주)삼일씨앤디,산단 외,서구,,,기타 화학 물질 및 화학제품 도매업,화학·에너지,,1~9명,6,,,,대구광역시 서구 염색공단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1992,
x0576,영웅약품(주),산단 외,남구,,,의약품 도매업,의료·바이오,,10~49명,12,,,,대구광역시 남구 삼정길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1992,
x0577,오복,산단 외,달성군,,,그 외 기타 분류 안된 섬유제품 제조업,섬유·패션,,10~49명,13,,,,대구광역시 달성군 하빈면 묘동5길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1993,
x0578,(주)삼성디엠에프피,산단 외,수성구,,,컴퓨터 및 주변장치  소프트웨어 도매업,소프트웨어·IT,,1~9명,3,,,,대구광역시 수성구 범안로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0579,(주)봉성유리경산지점,산단 외,북구,,,가정용 유리제품 제조업,기타 제조,,1~9명,4,,,,대구광역시 북구 노원로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0580,서변점현대자동차,산단 외,북구,,,자동차 전문 수리업,자동차·부품,,10~49명,10,,,,대구광역시 북구 호국로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0581,(주)한양양행,산단 외,동구,,,골재  벽돌 및 시멘트 도매업,기타 제조,,10~49명,11,,,,대구광역시 동구 동촌역사로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1993,
x0582,동부철재(주),산단 외,북구,,,1차 금속제품 도매업,기계·금속,,1~9명,3,,,,대구광역시 북구 검단공단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1995,
x0583,월드테크(주),산단 외,달서구,,,그 외 기타 기계 및 장비 도매업,기계·금속,,10~49명,12,,,,대구광역시 달서구 성서공단로11길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1995,
x0584,(주)해동상사,산단 외,서구,,,레미콘 제조업,기타 제조,,1~9명,3,,,,대구광역시 서구 팔달로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1996,
x0585,성신내장건설(주),산단 외,수성구,,,유리 및 창호 공사업,기타 제조,,1~9명,4,,,,대구광역시 수성구 무열로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1996,
x0586,은아기업(주),산단 외,북구,,,건설ㆍ광업용 기계 및 장비 도매업,기계·금속,,1~9명,4,,,,대구광역시 북구 팔달북로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1996,
x0587,(주)서대구서비스기아오토큐,산단 외,서구,,,자동차 종합 수리업,자동차·부품,,10~49명,16,,,,대구광역시 서구 서대구로63길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0588,삼원메디케어,산단 외,중구,,,의료 기기 도매업,의료·바이오,,10~49명,10,,,,대구광역시 중구 중앙대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0589,(주)경동모터스,산단 외,수성구,,,자동차 신품 타이어 및 튜브 판매업,자동차·부품,,1~9명,3,,,,대구광역시 수성구 신천동로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0590,(주)태양배관,산단 외,수성구,,,1차 금속제품 도매업,기계·금속,,1~9명,5,,,,대구광역시 수성구 국채보상로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0591,(주)한국전기관리,산단 외,중구,,,기타 엔지니어링 서비스업,기타 서비스,,1~9명,6,,,,대구광역시 중구 태평로51길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1997,
x0592,(주)한진,산단 외,수성구,,,건설장비 운영업,기계·금속,,10~49명,42,,,,대구광역시 수성구 알파시티1로4길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1997,
x0593,카드플러스(Cardplus),산단 외,남구,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기·전자,,10~49명,11,,,,대구광역시 남구 대명로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0594,유공약국,산단 외,달서구,,,의약품 및 의료용품 소매업,의료·바이오,,10~49명,12,,,,대구광역시 달서구 월곡로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0595,（주）선호기초건설,산단 외,달성군,,,유리 및 창호 공사업,기타 제조,,1~9명,9,,,,대구광역시 달성군 옥포읍 비슬로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0596,（주）그린보부에프에스,산단 외,서구,,,수산물 가공식품 도매업,식품,,10~49명,20,,,,대구광역시 서구 와룡로73길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0597,주식회사 옥션원,산단 외,동구,,,데이터베이스 및 온라인 정보 제공업,소프트웨어·IT,,50~299명,53,,,,대구광역시 동구 동대구로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0598,주식회사해성,산단 외,남구,,,연마재 제조업,기타 제조,,1~9명,8,,,,대구광역시 남구 신촌길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0599,E28연합치과,산단 외,수성구,,,치과병원,의료·바이오,,10~49명,10,,,,대구광역시 수성구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0600,마로엔지니어링（주）,산단 외,달성군,,,산업용 냉장 및 냉동장비 제조업,기계·금속,,1~9명,4,,,,대구광역시 달성군 다사읍 세천본길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0601,(주)중앙렌트카,산단 외,북구,,,자동차 임대업(렌트카),자동차·부품,,1~9명,4,,,,대구광역시 북구 팔달로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0602,(주)최선정공,산단 외,북구,,,금속 절삭기계 제조업,기계·금속,,1~9명,6,,,,대구광역시 북구 팔달로1길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0603,에스디시주식회사,산단 외,동구,,,유리 및 창호 공사업,기타 제조,,1~9명,5,,,,대구광역시 동구 동호로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0604,문성건설주식회사,산단 외,수성구,,,포장 공사업,기타 제조,,1~9명,5,,,,대구광역시 수성구 들안로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0605,(주)광장씨앤디,산단 외,중구,,,기타 엔지니어링 서비스업,기타 서비스,,1~9명,3,,,,대구광역시 중구 국채보상로143길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0606,주식회사 대한건설,산단 외,군위군,,,유리 및 창호 공사업,기타 제조,,1~9명,4,,,,대구광역시 군위군 군위읍 중앙6길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0607,(주)고구마,산단 외,남구,,,응용 소프트웨어 개발 및 공급업,소프트웨어·IT,,10~49명,10,,,,대구광역시 남구 봉덕로9길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0608,(주)월드창호,산단 외,달서구,,,유리 및 창호 공사업,기타 제조,,1~9명,3,,,,대구광역시 달서구 구마로14길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0609,(주)세신기업,산단 외,동구,,,설치용 및 위생용 플라스틱제품 제조업,화학·에너지,,1~9명,7,,,,대구광역시 동구 반야월로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0610,（주）아시아덴탈,산단 외,중구,,,의료 기기 도매업,의료·바이오,,1~9명,6,,,,대구광역시 중구 국채보상로150길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0611,구상에너지주식회사,산단 외,달서구,,,운송장비용 가스 충전업,기계·금속,,1~9명,6,,,,대구광역시 달서구 성서4차첨단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0612,대구보건대학교산학협력단,산단 외,북구,,,기타 인문 및 사회과학 연구개발업,기타 서비스,,50~299명,77,,,,대구광역시 북구 태전동,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0613,（주）오리화물,산단 외,달서구,,,일반 / 용달 / 개별 화물 자동차 운송업,자동차·부품,,1~9명,3,,,,대구광역시 달서구 성서공단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0614,주식회사 유영,산단 외,군위군,,,유리 및 창호 공사업,기타 제조,,1~9명,5,,,,대구광역시 군위군 군위읍 중앙길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0615,세원약품,산단 외,남구,,,의약품 도매업,의료·바이오,,10~49명,12,,,,대구광역시 남구 대명남로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0616,(주)마이하우스,산단 외,중구,,,침구 및 관련제품 제조업,기타 제조,,10~49명,11,,,,대구광역시 중구 큰장로22길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0617,(주)지영,산단 외,달서구,,,화학섬유직물 직조업,섬유·패션,,1~9명,4,,,,대구광역시 달서구 와룡로43길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0618,엠에스 주식회사,산단 외,달서구,,,산업 처리공정 제어장비 제조업,기계·금속,,1~9명,5,,,,대구광역시 달서구 달서대로91길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0619,(주)비에스케이바이오,산단 외,동구,,,의료 기기 도매업,의료·바이오,,1~9명,4,,,,대구광역시 동구 동내로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0620,온소프트주식회사,산단 외,중구,,,응용 소프트웨어 개발 및 공급업,소프트웨어·IT,,1~9명,5,,,,대구광역시 중구 명덕로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0621,(주)삼화피엔씨건설,산단 외,수성구,,,도료 도매업,화학·에너지,,1~9명,3,,,,대구광역시 수성구 들안로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0622,(주)대영메디칼,산단 외,달서구,,,의약품 도매업,의료·바이오,,10~49명,11,,,,대구광역시 달서구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0623,(주)우리매니저,산단 외,달서구,,,데이터베이스 및 온라인 정보 제공업,소프트웨어·IT,,10~49명,13,,,,대구광역시 달서구 월배로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0624,(주)명가에이앤에프,산단 외,달서구,,,식물성 유지 제조업,기타 제조,,1~9명,3,,,,대구광역시 달서구 와룡로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2007,
x0625,대구달서월성1802,산단 외,달서구,,,용달 화물 자동차 운송업,자동차·부품,,10~49명,14,,,,대구광역시 달서구 월곡로99길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0626,(주)백두상사,산단 외,북구,,,조미료 도매업,식품,,10~49명,10,,,,대구광역시 북구 매천로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0627,대구경북작물보호제판매업협동조합,산단 외,동구,,,비료 및 농약 도매업,화학·에너지,,1~9명,5,,,,대구광역시 동구 팔공로91길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0628,주식회사부성냉열,산단 외,중구,,,그 외 기타 기계 및 장비 도매업,기계·금속,,1~9명,9,,,,대구광역시 중구 국채보상로139길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0629,대영포장（주）대구공장,산단 외,달성군,,,골판지 제조업,기타 제조,,50~299명,86,,,,대구광역시 달성군 구지면 달성2차서로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0630,(주)삼신창호,산단 외,동구,,,유리 및 창호 공사업,기타 제조,,1~9명,7,,,,대구광역시 동구 화랑로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0631,창대통운주식회사,산단 외,수성구,,,일반 / 용달 / 개별 화물 자동차 운송업,자동차·부품,,1~9명,3,,,,대구광역시 수성구 국채보상로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2008,
x0632,신천종합관리(주),산단 외,중구,,,산업설비  운송장비 및 공공장소 청소업,기계·금속,,10~49명,29,,,,대구광역시 중구 동덕로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0633,(주)태흥배관종합상사,산단 외,북구,,,1차 금속제품 도매업,기계·금속,,1~9명,8,,,,대구광역시 북구 노원로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0634,(주)동보토건,산단 외,중구,,,유리 및 창호 공사업,기타 제조,,1~9명,3,,,,대구광역시 중구 서성로13길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0635,형제인터내셔널(주),산단 외,중구,,,가죽의복 제조업,섬유·패션,,10~49명,30,,,,대구광역시 중구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0636,(주)포스텍,산단 외,중구,,,의료 기기 도매업,의료·바이오,,1~9명,5,,,,대구광역시 중구 동덕로30길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0637,남북메디칼(주),산단 외,남구,,,의료 기기 도매업,의료·바이오,,10~49명,25,,,,대구광역시 남구 현충로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0638,달서경찰서,산단 외,달서구,,,기타 음ㆍ식료품 위주 종합 소매업,식품,,1~9명,7,,,,대구광역시 달서구 학산로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0639,주식회사 대화개발,산단 외,달성군,,,유리 및 창호 공사업,기타 제조,,1~9명,4,,,,대구광역시 달성군 옥포읍 비슬로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0640,주식회사 엠유엠,산단 외,달서구,,,화장품 및 화장용품 도매업,화학·에너지,,1~9명,4,,,,대구광역시 달서구 와룡로41길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0641,대구중부경찰서,산단 외,중구,,,기타 음ㆍ식료품 위주 종합 소매업,식품,,10~49명,10,,,,대구광역시 중구 국채보상로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0642,대구과학대학,산단 외,북구,,,과자류 및 코코아 제품 제조업,기타 제조,,50~299명,217,,,,대구광역시 북구 영송로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0643,(주)동양화공,산단 외,달서구,,,기타 화학 물질 및 화학제품 도매업,화학·에너지,,1~9명,4,,,,대구광역시 달서구 호산동로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0644,주식회사 동성중공업,산단 외,동구,,,유리 및 창호 공사업,기타 제조,,50~299명,60,,,,대구광역시 동구 동부로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0645,(주)라이프사이언스,산단 외,동구,,,의료 기기 도매업,의료·바이오,,10~49명,15,,,,대구광역시 동구 동촌로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0646,(주)세명산업개발,산단 외,달서구,,,비금속류 원료 재생업,기계·금속,,10~49명,13,,,,대구광역시 달서구 장기로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0647,수성경찰서경무계,산단 외,수성구,,,기타 음ㆍ식료품 위주 종합 소매업,식품,,10~49명,10,,,,대구광역시 수성구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0648,(재)대구테크노파크,산단 외,동구,,,기타 인문 및 사회과학 연구개발업,기타 서비스,,50~299명,189,,,,대구광역시 동구 동대구로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0649,대구남부경찰서,산단 외,남구,,,기타 음ㆍ식료품 위주 종합 소매업,식품,,1~9명,6,,,,대구광역시 남구 대명로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0650,유경상사,산단 외,달서구,,,액체 연료 및 관련제품 도매업,화학·에너지,,10~49명,15,,,,대구광역시 달서구 문화회관8길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0651,(주)스파이어테크놀로지,산단 외,수성구,,,응용 소프트웨어 개발 및 공급업,소프트웨어·IT,,50~299명,68,,,,대구광역시 수성구 알파시티1로31길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0652,서한컨설탄트(주),산단 외,수성구,,,기타 엔지니어링 서비스업,기타 서비스,,10~49명,20,,,,대구광역시 수성구 화랑로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1998,
x0653,(주)해원통상,산단 외,달서구,,,화학섬유직물 직조업,섬유·패션,,10~49명,14,,,,대구광역시 달서구 문화회관8길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0654,(주)나인시스템,산단 외,서구,,,컴퓨터 및 주변장치  소프트웨어 도매업,소프트웨어·IT,,1~9명,3,,,,대구광역시 서구 서대구로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0655,삼형전기제어(주),산단 외,북구,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기·전자,,1~9명,4,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0656,경상공업고등학교,산단 외,남구,,,기타 엔지니어링 서비스업,기타 서비스,,10~49명,29,,,,대구광역시 남구 대경길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0657,(주)한보주택관리,산단 외,서구,,,산업설비  운송장비 및 공공장소 청소업,기계·금속,,300명 이상,326,,,,대구광역시 서구 서대구로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0658,한양엘리베이터(주),산단 외,북구,,,기타 엔지니어링 서비스업,기타 서비스,,1~9명,4,,,,대구광역시 북구 관음로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0659,새한합성산업(주),산단 외,남구,,,플라스틱 선  봉  관 및 호스 제조업,화학·에너지,,10~49명,11,,,,대구광역시 남구 성당로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0660,(주)신영도시개발,산단 외,중구,,,포장 공사업,기타 제조,,1~9명,7,,,,대구광역시 중구 동덕로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0661,(주)유건,산단 외,북구,,,데이터베이스 및 온라인 정보 제공업,소프트웨어·IT,,1~9명,6,,,,대구광역시 북구 침산로52길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0662,장한건설(주),산단 외,달서구,,,유리 및 창호 공사업,기타 제조,,10~49명,14,,,,대구광역시 달서구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0663,(주)새한글로벌렌트카,산단 외,중구,,,자동차 임대업(렌트카),자동차·부품,,10~49명,18,,,,대구광역시 중구 남산로2길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0664,(주)산아래가구,산단 외,남구,,,컴퓨터 및 주변장치  소프트웨어 도매업,소프트웨어·IT,,10~49명,13,,,,대구광역시 남구 앞산순환로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0665,영광종합정비공장,산단 외,서구,,,산업용 트럭 및 적재기 제조업,기타 제조,,10~49명,10,,,,대구광역시 서구 서대구로63길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0666,(주)영우코포레이션,산단 외,서구,,,화학섬유직물 직조업,섬유·패션,,1~9명,7,,,,대구광역시 서구 국채보상로34길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0667,한국카드시스템(주),산단 외,수성구,,,통신ㆍ방송장비 및 부품 도매업,기계·금속,,10~49명,33,,,,대구광역시 수성구 무열로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0668,(주)신흥무역,산단 외,달서구,,,화학섬유직물 직조업,섬유·패션,,1~9명,4,,,,대구광역시 달서구 성서공단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0669,대구수성우체국,산단 외,수성구,,,기타 음ㆍ식료품 위주 종합 소매업,식품,,10~49명,10,,,,대구광역시 수성구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0670,코로나텍스타일(주),산단 외,달서구,,,화학섬유직물 직조업,섬유·패션,,10~49명,11,,,,대구광역시 달서구 성서공단로15길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0671,우양신소재,산단 외,북구,,,포장용 플라스틱 성형용기 제조업,화학·에너지,,10~49명,18,,,,대구광역시 북구 유통단지로8길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0672,대송가구(주),산단 외,북구,,,가구 소매업,기타 제조,,1~9명,3,,,,대구광역시 북구 칠곡중앙대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0673,선경화학주식회사,산단 외,수성구,,,플라스틱 창호 제조업,화학·에너지,,10~49명,10,,,,대구광역시 수성구 알파시티1로42길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0674,우주배관종합상사(주),산단 외,중구,,,1차 금속제품 도매업,기계·금속,,1~9명,9,,,,대구광역시 중구 신암로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0675,(주)에이치씨에너지,산단 외,북구,,,액체 연료 및 관련제품 도매업,화학·에너지,,1~9명,9,,,,대구광역시 북구 노원로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0676,(주)달성물류,산단 외,북구,,,일반 화물 자동차 운송업,자동차·부품,,1~9명,4,,,,대구광역시 북구 매천로2길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0677,(주)퓨전소프트,산단 외,동구,,,응용 소프트웨어 개발 및 공급업,소프트웨어·IT,,50~299명,154,,,,대구광역시 동구 안심로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0678,국성인터내셔널주식회사,산단 외,북구,,,철물  금속 파스너 및 수공구 도매업,기계·금속,,10~49명,14,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0679,주식회사 디아이티엘에스 대구지사,산단 외,서구,,,용달 화물 자동차 운송업,자동차·부품,,1~9명,4,,,,대구광역시 서구 와룡로70길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0680,(주)동남기술사,산단 외,수성구,,,건물 및 토목 엔지니어링 서비스업(기술사),기타 서비스,,1~9명,5,,,,대구광역시 수성구 상록로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0681,(주)대영전산,산단 외,수성구,,,컴퓨터 및 주변장치  소프트웨어 도매업,소프트웨어·IT,,1~9명,8,,,,대구광역시 수성구 무열로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0682,대구공조산업(주),산단 외,달서구,,,철물  금속 파스너 및 수공구 도매업,기계·금속,,1~9명,7,,,,대구광역시 달서구 와룡로51길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0683,(주)SKL우성유통,산단 외,서구,,,음ㆍ식료품 및 담배 중개업,식품,,10~49명,21,,,,대구광역시 서구 달서천로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0684,세진화섬(주),산단 외,달서구,,,연사 및 가공사 제조업,기계·금속,,1~9명,4,,,,대구광역시 달서구 성서공단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0685,(주)여명FA,산단 외,북구,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기·전자,,1~9명,5,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0686,(주)홍창,산단 외,서구,,,금속선 가공제품 제조업,기계·금속,,10~49명,45,,,,대구광역시 서구 와룡로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0687,농업회사법인 주식회사 하회마을,산단 외,동구,,,수산물 가공식품 도매업,식품,,10~49명,22,,,,대구광역시 동구 팔공로25길,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0688,(주)티엔지코리아,산단 외,달성군,,,스크린 인쇄업,기타 제조,,10~49명,10,,,,대구광역시 달성군 구지면 달성2차서로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0689,(주)제일종합상사,산단 외,북구,,,빵류  과자류  당류  초콜릿 도매업,식품,,10~49명,15,,,,대구광역시 북구 사수로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0690,(주)사랑넷,산단 외,동구,,,응용 소프트웨어 개발 및 공급업,소프트웨어·IT,,10~49명,19,,,,대구광역시 동구 율하서로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0691,영화모터스,산단 외,동구,,,자동차 종합 수리업,자동차·부품,,10~49명,11,,,,대구광역시 동구 아양로10길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0692,우진와이드(주),산단 외,북구,,,분말 야금제품 제조업,기타 제조,,1~9명,6,,,,대구광역시 북구 팔달북로2길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0693,(주)자인,산단 외,달서구,,,연사 및 가공사 제조업 / 특수직물 및 기타 직물 직조,섬유·패션,,10~49명,12,,,,대구광역시 달서구 호산동로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0694,누리콤(주),산단 외,수성구,,,통신ㆍ방송장비 및 부품 도매업,기계·금속,,10~49명,12,,,,대구광역시 수성구 성동로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
